 ,Kill .,Date,Time,Area ID,Species ID,Number of Animals,Behavior ID,Consumption Stage (pile 1),Consumption Stage (pile 2),Consumption Stage (pile 3),. of obs,. of cars,Notes,Peck Count,sample period,Field1,Proofed
8199,03-114,3/29/2003,8:45,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8200,03-114,3/29/2003,8:45,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8201,03-114,3/29/2003,8:45,FIELD OF VIEW,RAVEN,5,,3,,,,,,,,,
8202,03-114,3/29/2003,9:00,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8203,03-114,3/29/2003,9:00,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8204,03-114,3/29/2003,9:00,CARCASS ARENA,MAGPIE,4,,3,,,,,,,,,
8205,03-114,3/29/2003,9:00,FIELD OF VIEW,WOLF,7,,3,,,,,,,,,
8206,03-114,3/29/2003,9:00,FIELD OF VIEW,RAVEN,4,,3,,,,,,,,,
8207,03-114,3/29/2003,9:00,FIELD OF VIEW,MAGPIE,5,,3,,,,,,,,,
8208,03-114,3/29/2003,9:15,AT CARCASS,RAVEN,7,,3,,,,,,,,,
8209,03-114,3/29/2003,9:15,AT CARCASS,MAGPIE,2,,3,,,,,,,,,
8210,03-114,3/29/2003,9:15,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8211,03-114,3/29/2003,9:15,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8212,03-114,3/29/2003,9:15,FIELD OF VIEW,WOLF,2,,3,,,,,,,,,
8213,03-114,3/29/2003,9:15,FIELD OF VIEW,RAVEN,6,,3,,,,,,,,,
8214,03-114,3/29/2003,9:15,FIELD OF VIEW,MAGPIE,1,,3,,,,,,,,,
8215,03-114,3/29/2003,9:15,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8216,03-114,3/29/2003,9:30,FIELD OF VIEW,RAVEN,6,,3,,,,,,,,,
8217,03-114,3/29/2003,9:30,FIELD OF VIEW,GOLDEN EAGLE,2,,3,,,,,,,,,
8218,03-114,3/29/2003,9:45,AT CARCASS,RAVEN,1,,3,,,,,,,,,
8219,03-114,3/29/2003,9:45,FIELD OF VIEW,RAVEN,5,,3,,,,,,,,,
8220,03-114,3/29/2003,9:45,FIELD OF VIEW,GOLDEN EAGLE,2,,3,,,,,,,,,
8221,03-114,3/29/2003,10:00,AT CARCASS,MAGPIE,1,,3,,,,,,,,,
8222,03-114,3/29/2003,10:00,AT CARCASS,MAGPIE,1,,3,,,,,,,,,
8223,03-114,3/29/2003,10:00,AT CARCASS,GOLDEN EAGLE,2,,3,,,,,,,,,
8224,03-114,3/29/2003,10:00,CARCASS ARENA,RAVEN,5,,3,,,,,,,,,
8225,03-114,3/29/2003,10:00,FIELD OF VIEW,RAVEN,3,,3,,,,,,,,,
8226,03-114,3/29/2003,10:00,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8227,03-114,3/29/2003,10:15,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8228,03-114,3/29/2003,10:15,AT CARCASS,COYOTE,1,,3,,,,,,,,,
8229,03-114,3/29/2003,10:15,CARCASS ARENA,WOLF,1,,3,,,,,,,,,
8230,03-114,3/29/2003,10:15,CARCASS ARENA,RAVEN,10,,3,,,,,,,,,
8231,03-114,3/29/2003,10:15,FIELD OF VIEW,RAVEN,8,,3,,,,,,,,,
8232,03-114,3/29/2003,10:15,FIELD OF VIEW,GOLDEN EAGLE,1,,3,,,,,,,,,
8233,03-114,3/29/2003,10:15,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8234,03-114,3/29/2003,10:30,AT CARCASS,WOLF,1,,3,,,,,,,,,
8235,03-114,3/29/2003,10:30,CARCASS ARENA,WOLF,1,,3,,,,,,,,,
8236,03-114,3/29/2003,10:30,CARCASS ARENA,RAVEN,28,,3,,,,,,,,,
8237,03-114,3/29/2003,10:30,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8238,03-114,3/29/2003,10:30,FIELD OF VIEW,WOLF,1,,3,,,,,,,,,
8239,03-114,3/29/2003,10:30,FIELD OF VIEW,RAVEN,2,,3,,,,,,,,,
8240,03-114,3/29/2003,10:30,FIELD OF VIEW,BALD EAGLE,2,,3,,,,,,,,,
8241,03-114,3/29/2003,10:45,AT CARCASS,WOLF,1,,3,,,,,,,,,
8242,03-114,3/29/2003,10:45,AT CARCASS,RAVEN,1,,3,,,,,,,,,
8243,03-114,3/29/2003,10:45,CARCASS ARENA,RAVEN,24,,3,,,,,,,,,
8244,03-114,3/29/2003,10:45,FIELD OF VIEW,WOLF,1,,3,,,,,,,,,
8245,03-114,3/29/2003,10:45,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8246,03-114,3/29/2003,10:45,FIELD OF VIEW,BALD EAGLE,2,,3,,,,,,,,,
8247,03-114,3/29/2003,11:00,AT CARCASS,WOLF,1,,3,,,,,,,,,
8248,03-114,3/29/2003,11:00,CARCASS ARENA,RAVEN,11,,3,,,,,,,,,
8249,03-114,3/29/2003,11:00,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8250,03-114,3/29/2003,11:00,FIELD OF VIEW,WOLF,6,,3,,,,,,,,,
8251,03-114,3/29/2003,11:00,FIELD OF VIEW,COYOTE,1,,3,,,,,,,,,
8252,03-114,3/29/2003,11:00,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8253,03-114,3/29/2003,11:15,AT CARCASS,RAVEN,6,,3,,,,,,,,,
8254,03-114,3/29/2003,11:15,CARCASS ARENA,RAVEN,10,,3,,,,,,,,,
8255,03-114,3/29/2003,11:15,FIELD OF VIEW,WOLF,7,,3,,,,,,,,,
8256,03-114,3/29/2003,11:15,FIELD OF VIEW,RAVEN,8,,3,,,,,,,,,
8257,03-114,3/29/2003,11:15,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8258,03-114,3/29/2003,11:30,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8259,03-114,3/29/2003,11:30,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8260,03-114,3/29/2003,11:30,CARCASS ARENA,RAVEN,3,,3,,,,,,,,,
8261,03-114,3/29/2003,11:30,FIELD OF VIEW,WOLF,7,,3,,,,,,,,,
8262,03-114,3/29/2003,11:30,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8263,03-114,3/29/2003,11:30,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8264,03-114,3/29/2003,11:45,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8265,03-114,3/29/2003,11:45,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8266,03-114,3/29/2003,11:45,CARCASS ARENA,RAVEN,4,,3,,,,,,,,,
8267,03-114,3/29/2003,11:45,FIELD OF VIEW,WOLF,4,,3,,,,,,,,,
8268,03-114,3/29/2003,11:45,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8269,03-114,3/29/2003,12:00,CARCASS ARENA,RAVEN,17,,3,,,,,,,,,
8270,03-114,3/29/2003,12:00,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8271,03-114,3/29/2003,12:00,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8272,03-114,3/29/2003,12:00,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8273,03-114,3/29/2003,12:15,AT CARCASS,WOLF,1,,3,,,,,,,,,
8274,03-114,3/29/2003,12:15,AT CARCASS,RAVEN,4,,3,,,,,,,,,
8275,03-114,3/29/2003,12:15,CARCASS ARENA,RAVEN,15,,3,,,,,,,,,
8276,03-114,3/29/2003,12:15,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8277,03-114,3/29/2003,12:15,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8278,03-114,3/29/2003,12:30,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8279,03-114,3/29/2003,12:30,CARCASS ARENA,RAVEN,9,,3,,,,,,,,,
8280,03-114,3/29/2003,12:30,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8281,03-114,3/29/2003,12:30,FIELD OF VIEW,GOLDEN EAGLE,1,,3,,,,,,,,,
8282,03-114,3/29/2003,12:30,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8283,03-114,3/29/2003,12:45,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8284,03-114,3/29/2003,12:45,CARCASS ARENA,RAVEN,8,,3,,,,,,,,,
8285,03-114,3/29/2003,12:45,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8286,03-114,3/29/2003,12:45,FIELD OF VIEW,RAVEN,3,,3,,,,,,,,,
8287,03-114,3/29/2003,12:45,FIELD OF VIEW,MAGPIE,1,,3,,,,,,,,,
8288,03-114,3/29/2003,13:00,CARCASS ARENA,RAVEN,1,,3,,,,,,,,,
8289,03-114,3/29/2003,13:00,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8290,03-114,3/29/2003,13:00,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8291,03-114,3/29/2003,13:00,FIELD OF VIEW,GOLDEN EAGLE,1,,3,,,,,,,,,
8292,03-114,3/29/2003,13:15,AT CARCASS,RAVEN,1,,3,,,,,,,,,
8293,03-114,3/29/2003,13:15,AT CARCASS,MAGPIE,2,,3,,,,,,,,,
8294,03-114,3/29/2003,13:15,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8295,03-114,3/29/2003,13:15,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8296,03-114,3/29/2003,13:15,CARCASS ARENA,COYOTE,1,,3,,,,,,,,,
8297,03-114,3/29/2003,13:15,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8298,03-114,3/29/2003,13:15,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8299,03-114,3/29/2003,13:30,AT CARCASS,RAVEN,1,,3,,,,,,,,,
8300,03-114,3/29/2003,13:30,AT CARCASS,BALD EAGLE,2,,3,,,,,,,,,
8301,03-114,3/29/2003,13:30,CARCASS ARENA,RAVEN,5,,3,,,,,,,,,
8302,03-114,3/29/2003,13:30,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8303,03-114,3/29/2003,13:30,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8304,03-114,3/29/2003,13:45,AT CARCASS,BALD EAGLE,2,,3,,,,,,,,,
8305,03-114,3/29/2003,13:45,CARCASS ARENA,RAVEN,4,,3,,,,,,,,,
8306,03-114,3/29/2003,13:45,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8307,03-114,3/29/2003,13:45,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8308,03-114,3/29/2003,14:00,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8309,03-114,3/29/2003,14:00,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8310,03-114,3/29/2003,14:00,CARCASS ARENA,RAVEN,8,,3,,,,,,,,,
8311,03-114,3/29/2003,14:00,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8312,03-114,3/29/2003,14:00,FIELD OF VIEW,MAGPIE,1,,3,,,,,,,,,
8313,03-114,3/29/2003,14:00,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8314,03-114,3/29/2003,14:15,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8315,03-114,3/29/2003,14:15,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8316,03-114,3/29/2003,14:15,CARCASS ARENA,RAVEN,6,,3,,,,,,,,,
8317,03-114,3/29/2003,14:15,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8318,03-114,3/29/2003,14:15,FIELD OF VIEW,BALD EAGLE,2,,3,,,,,,,,,
8319,03-114,3/29/2003,14:30,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8320,03-114,3/29/2003,14:30,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8321,03-114,3/29/2003,14:30,CARCASS ARENA,RAVEN,4,,3,,,,,,,,,
8322,03-114,3/29/2003,14:30,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8323,03-114,3/29/2003,14:30,FIELD OF VIEW,WOLF,2,,3,,,,,,,,,
8324,03-114,3/29/2003,14:30,FIELD OF VIEW,RAVEN,2,,3,,,,,,,,,
8325,03-114,3/29/2003,14:30,FIELD OF VIEW,BALD EAGLE,1,,3,,,,,,,,,
8326,03-114,3/29/2003,14:45,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8327,03-114,3/29/2003,14:45,AT CARCASS,COYOTE,1,,3,,,,,,,,,
8328,03-114,3/29/2003,14:45,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8329,03-114,3/29/2003,14:45,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8330,03-114,3/29/2003,14:45,FIELD OF VIEW,WOLF,2,,3,,,,,,,,,
8331,03-114,3/29/2003,15:00,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8332,03-114,3/29/2003,15:00,CARCASS ARENA,RAVEN,1,,3,,,,,,,,,
8333,03-114,3/29/2003,15:00,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8334,03-114,3/29/2003,15:00,FIELD OF VIEW,COYOTE,1,,3,,,,,,,,,
8335,03-114,3/29/2003,15:15,AT CARCASS,RAVEN,4,,3,,,,,,,,,
8336,03-114,3/29/2003,15:15,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8337,03-114,3/29/2003,15:15,CARCASS ARENA,RAVEN,4,,3,,,,,,,,,
8338,03-114,3/29/2003,15:15,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8339,03-114,3/29/2003,15:15,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8340,03-114,3/29/2003,15:15,FIELD OF VIEW,COYOTE,1,,3,,,,,,,,,
8341,03-114,3/29/2003,15:30,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8342,03-114,3/29/2003,15:30,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8343,03-114,3/29/2003,15:30,CARCASS ARENA,RAVEN,6,,3,,,,,,,,,
8344,03-114,3/29/2003,15:30,FIELD OF VIEW,WOLF,4,,3,,,,,,,,,
8345,03-114,3/29/2003,15:30,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8346,03-114,3/29/2003,15:45,AT CARCASS,WOLF,2,,3,,,,,,,,,
8347,03-114,3/29/2003,15:45,AT CARCASS,RAVEN,2,,3,,,,,,,,,
8348,03-114,3/29/2003,15:45,AT CARCASS,MAGPIE,3,,3,,,,,,,,,
8349,03-114,3/29/2003,15:45,CARCASS ARENA,RAVEN,10,,3,,,,,,,,,
8350,03-114,3/29/2003,15:45,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8351,03-114,3/29/2003,16:00,AT CARCASS,WOLF,1,,3,,,,,,,,,
8352,03-114,3/29/2003,16:00,AT CARCASS,MAGPIE,3,,3,,,,,,,,,
8353,03-114,3/29/2003,16:00,CARCASS ARENA,RAVEN,17,,3,,,,,,,,,
8354,03-114,3/29/2003,16:00,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8355,03-114,3/29/2003,16:00,FIELD OF VIEW,WOLF,6,,3,,,,,,,,,
8356,03-114,3/29/2003,16:15,AT CARCASS,BALD EAGLE,1,,3,,,,,,,,,
8357,03-114,3/29/2003,16:15,CARCASS ARENA,RAVEN,5,,3,,,,,,,,,
8358,03-114,3/29/2003,16:15,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8359,03-114,3/29/2003,16:15,CARCASS ARENA,GOLDEN EAGLE,1,,3,,,,,,,,,
8360,03-114,3/29/2003,16:15,FIELD OF VIEW,WOLF,6,,3,,,,,,,,,
8361,03-114,3/29/2003,16:15,FIELD OF VIEW,RAVEN,2,,3,,,,,,,,,
8362,03-114,3/29/2003,16:15,FIELD OF VIEW,MAGPIE,2,,3,,,,,,,,,
8363,03-114,3/29/2003,16:30,AT CARCASS,RAVEN,1,,3,,,,,,,,,
8364,03-114,3/29/2003,16:30,AT CARCASS,MAGPIE,1,,3,,,,,,,,,
8365,03-114,3/29/2003,16:30,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8366,03-114,3/29/2003,16:30,CARCASS ARENA,RAVEN,2,,3,,,,,,,,,
8367,03-114,3/29/2003,16:30,CARCASS ARENA,MAGPIE,2,,3,,,,,,,,,
8368,03-114,3/29/2003,16:30,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8369,03-114,3/29/2003,16:30,FIELD OF VIEW,RAVEN,6,,3,,,,,,,,,
8370,03-114,3/29/2003,16:30,FIELD OF VIEW,MAGPIE,2,,3,,,,,,,,,
8371,03-114,3/29/2003,16:45,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8372,03-114,3/29/2003,16:45,CARCASS ARENA,RAVEN,6,,3,,,,,,,,,
8373,03-114,3/29/2003,16:45,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8374,03-114,3/29/2003,16:45,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8375,03-114,3/29/2003,16:45,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8376,03-114,3/29/2003,16:45,FIELD OF VIEW,GOLDEN EAGLE,1,,3,,,,,,,,,
8377,03-114,3/29/2003,17:00,AT CARCASS,RAVEN,7,,3,,,,,,,,,
8378,03-114,3/29/2003,17:00,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8379,03-114,3/29/2003,17:00,CARCASS ARENA,RAVEN,1,,3,,,,,,,,,
8380,03-114,3/29/2003,17:00,FIELD OF VIEW,WOLF,4,,3,,,,,,,,,
8381,03-114,3/29/2003,17:00,FIELD OF VIEW,RAVEN,2,,3,,,,,,,,,
8382,03-114,3/29/2003,17:00,FIELD OF VIEW,MAGPIE,1,,3,,,,,,,,,
8383,03-114,3/29/2003,17:15,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8384,03-114,3/29/2003,17:15,AT CARCASS,GOLDEN EAGLE,1,,3,,,,,,,,,
8385,03-114,3/29/2003,17:15,CARCASS ARENA,RAVEN,3,,3,,,,,,,,,
8386,03-114,3/29/2003,17:15,FIELD OF VIEW,WOLF,5,,3,,,,,,,,,
8387,03-114,3/29/2003,17:30,AT CARCASS,WOLF,1,,3,,,,,,,,,
8388,03-114,3/29/2003,17:30,AT CARCASS,RAVEN,3,,3,,,,,,,,,
8389,03-114,3/29/2003,17:30,CARCASS ARENA,RAVEN,4,,3,,,,,,,,,
8390,03-114,3/29/2003,17:30,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8391,03-114,3/29/2003,17:30,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8392,03-114,3/29/2003,17:45,AT CARCASS,WOLF,1,,3,,,,,,,,,
8393,03-114,3/29/2003,17:45,CARCASS ARENA,RAVEN,13,,3,,,,,,,,,
8394,03-114,3/29/2003,17:45,CARCASS ARENA,MAGPIE,1,,3,,,,,,,,,
8395,03-114,3/29/2003,17:45,FIELD OF VIEW,WOLF,3,,3,,,,,,,,,
8396,03-114,3/29/2003,18:00,AT CARCASS,WOLF,1,,3,,,,,,,,,
8397,03-114,3/29/2003,18:00,CARCASS ARENA,RAVEN,7,,3,,,,,,,,,
8398,03-114,3/29/2003,18:00,CARCASS ARENA,MAGPIE,3,,3,,,,,,,,,
8399,03-114,3/29/2003,18:00,FIELD OF VIEW,WOLF,4,,3,,,,,,,,,
8400,03-114,3/29/2003,18:15,AT CARCASS,WOLF,6,,3,,,,,,,,,
8401,03-114,3/29/2003,18:15,CARCASS ARENA,MAGPIE,3,,3,,,,,,,,,
8402,03-114,3/29/2003,18:15,FIELD OF VIEW,RAVEN,1,,3,,,,,,,,,
8403,03-114,3/29/2003,18:30,AT CARCASS,WOLF,5,,3,,,,,,,,,
8404,03-114,3/29/2003,18:30,CARCASS ARENA,WOLF,1,,3,,,,,,,,,
8405,03-114,3/29/2003,18:30,CARCASS ARENA,RAVEN,1,,3,,,,,,,,,
8406,03-290,7/10/2003,8:00,AT CARCASS,WOLF,2,FEED,1,,,,,,,,,
8407,03-290,7/10/2003,8:00,CARCASS ARENA,RAVEN,2,PERCHED,1,,,,,,,,,
8408,03-290,7/10/2003,8:00,CARCASS ARENA,MAGPIE,6,PERCHED,1,,,,,,,,,
8409,03-290,7/10/2003,8:12,AT CARCASS,WOLF,2,FEED,1,,,,,,,,,
8410,03-290,7/10/2003,8:12,CARCASS ARENA,RAVEN,2,PERCHED,1,,,,,,,,,
8411,03-290,7/10/2003,8:12,CARCASS ARENA,MAGPIE,4,PERCHED,1,,,,,,,,,
8412,03-290,7/10/2003,8:20,AT CARCASS,WOLF,3,FEED,1,,,,,,,,,
8413,03-290,7/10/2003,8:20,CARCASS ARENA,RAVEN,1,PERCHED,1,,,,,,,,,
8414,03-290,7/10/2003,8:20,FIELD OF VIEW,RAVEN,4,PERCHED,1,,,,,,,,,
8415,03-290,7/10/2003,8:30,AT CARCASS,WOLF,2,FEED,2,,,,,,,,,
8416,03-290,7/10/2003,8:30,CARCASS ARENA,RAVEN,4,PERCHED,2,,,,,,,,,
8417,03-290,7/10/2003,8:30,CARCASS ARENA,MAGPIE,5,PERCHED,2,,,,,,,,,
8418,03-290,7/10/2003,8:30,CARCASS ARENA,MAGPIE,2,GROUND,2,,,,,,,,,
8419,03-290,7/10/2003,8:30,FIELD OF VIEW,RAVEN,2,PERCHED,2,,,,,,,,,
8420,03-290,7/10/2003,8:40,AT CARCASS,WOLF,1,FEED,2,,,,,,,,,
8421,03-290,7/10/2003,8:40,CARCASS ARENA,RAVEN,4,PERCHED,2,,,,,,,,,
8422,03-290,7/10/2003,8:40,CARCASS ARENA,MAGPIE,5,PERCHED,2,,,,,,,,,
8423,03-290,7/10/2003,8:40,FIELD OF VIEW,MAGPIE,2,PERCHED,2,,,,,,,,,
8424,03-290,7/10/2003,8:40,FIELD OF VIEW,MAGPIE,1,GROUND,2,,,,,,,,,
8425,03-290,7/10/2003,8:50,AT CARCASS,WOLF,1,FEED,2,,,,,,,,,
8426,03-290,7/10/2003,8:50,CARCASS ARENA,RAVEN,2,PERCHED,2,,,,,,,,,
8427,03-290,7/10/2003,8:50,CARCASS ARENA,COYOTE,1,VIGILANT,2,,,,,,,,,
8428,03-290,7/10/2003,9:00,AT CARCASS,WOLF,2,FEED,2,,,,,,,,,
8429,03-290,7/10/2003,9:00,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8430,03-290,7/10/2003,9:00,CARCASS ARENA,MAGPIE,1,PERCHED,2,,,,,,,,,
8431,03-290,7/10/2003,9:00,CARCASS ARENA,COYOTE,3,VIGILANT,2,,,,,,,,,
8432,03-290,7/10/2003,9:10,AT CARCASS,WOLF,1,FEED,2,,,,,,,,,
8433,03-290,7/10/2003,9:10,CARCASS ARENA,RAVEN,1,GROUND,2,,,,,,,,,
8434,03-290,7/10/2003,9:10,CARCASS ARENA,MAGPIE,2,GROUND,2,,,,,,,,,
8435,03-290,7/10/2003,9:20,AT CARCASS,RAVEN,2,FEED,2,,,,,,,,,
8436,03-290,7/10/2003,9:20,CARCASS ARENA,WOLF,1,TRAVEL,2,,,,,,,,,
8437,03-290,7/10/2003,9:20,CARCASS ARENA,MAGPIE,1,PERCHED,2,,,,,,,,,
8438,03-290,7/10/2003,9:30,AT CARCASS,RAVEN,1,FEED,2,,,,,,,,,
8439,03-290,7/10/2003,9:30,AT CARCASS,MAGPIE,2,FEED,2,,,,,,,,,
8440,03-290,7/10/2003,9:30,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8441,03-290,7/10/2003,9:30,CARCASS ARENA,COYOTE,1,VIGILANT,2,,,,,,,,,
8442,03-290,7/10/2003,9:30,FIELD OF VIEW,RAVEN,2,PERCHED,2,,,,,,,,,
8443,03-290,7/10/2003,9:40,AT CARCASS,COYOTE,1,FEED,2,,,,,,,,,
8444,03-290,7/10/2003,9:40,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8445,03-290,7/10/2003,9:40,CARCASS ARENA,MAGPIE,1,GROUND,2,,,,,,,,,
8446,03-290,7/10/2003,9:40,CARCASS ARENA,MAGPIE,2,PERCHED,2,,,,,,,,,
8447,03-290,7/10/2003,9:40,FIELD OF VIEW,COYOTE,1,TRAVEL,2,,,,,,,,,
8448,03-290,7/10/2003,9:50,AT CARCASS,COYOTE,4,FEED,2,,,,,,,,,
8449,03-290,7/10/2003,9:50,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8450,03-290,7/10/2003,9:50,CARCASS ARENA,MAGPIE,1,PERCHED,2,,,,,,,,,
8451,03-290,7/10/2003,10:00,AT CARCASS,COYOTE,1,FEED,2,,,,,,,,,
8452,03-290,7/10/2003,10:00,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8453,03-290,7/10/2003,10:00,CARCASS ARENA,MAGPIE,2,PERCHED,2,,,,,,,,,
8454,03-290,7/10/2003,10:00,CARCASS ARENA,COYOTE,3,VIGILANT,2,,,,,,,,,
8455,03-290,7/10/2003,10:10,AT CARCASS,COYOTE,1,FEED,2,,,,,,,,,
8456,03-290,7/10/2003,10:10,CARCASS ARENA,RAVEN,2,PERCHED,2,,,,,,,,,
8457,03-290,7/10/2003,10:10,CARCASS ARENA,MAGPIE,2,PERCHED,2,,,,,,,,,
8458,03-290,7/10/2003,10:10,CARCASS ARENA,COYOTE,1,REST-ALERT,2,,,,,,,,,
8459,03-290,7/10/2003,10:20,AT CARCASS,RAVEN,1,FEED,2,,,,,,,,,
8460,03-290,7/10/2003,10:20,FIELD OF VIEW,SANDHILL CRANE,1,TRAVEL,2,,,,,,,,,
8461,03-290,7/10/2003,10:30,AT CARCASS,RAVEN,1,FEED,2,,,,,,,,,
8462,03-290,7/10/2003,10:30,AT CARCASS,MAGPIE,2,FEED,2,,,,,,,,,
8463,03-290,7/10/2003,10:30,CARCASS ARENA,MAGPIE,1,GROUND,2,,,,,,,,,
8464,03-290,7/10/2003,10:30,CARCASS ARENA,MAGPIE,1,PERCHED,2,,,,,,,,,
8465,03-290,7/10/2003,10:40,AT CARCASS,RAVEN,1,FEED,2,,,,,,,,,
8466,03-290,7/10/2003,10:50,CARCASS ARENA,MAGPIE,2,PERCHED,2,,,,,,,,,
8467,03-290,7/10/2003,11:00,AT CARCASS,RAVEN,1,FEED,2,,,,,,,,,
8468,03-290,7/10/2003,11:00,AT CARCASS,MAGPIE,2,FEED,2,,,,,,,,,
8469,03-290,7/10/2003,11:00,CARCASS ARENA,RAVEN,1,PERCHED,2,,,,,,,,,
8470,03-290,7/10/2003,11:00,CARCASS ARENA,MAGPIE,1,PERCHED,2,,,,,,,,,
8471,03-290,7/10/2003,19:00,AT CARCASS,WOLF,1,FEED,3,,,,,,,,,
8472,03-290,7/10/2003,19:10,AT CARCASS,WOLF,1,FEED,3,,,,,,,,,
8473,03-290,7/10/2003,19:10,AT CARCASS,RAVEN,2,FEED,3,,,,,,,,,
8474,03-290,7/10/2003,19:20,AT CARCASS,WOLF,1,REST-ALERT,3,,,,,WOLF WAS ALMOST OOS; UNSURE IF WHILE BEDDED HE IS FEEDING,,,,
8475,03-290,7/10/2003,19:20,AT CARCASS,RAVEN,1,FEED,3,,,,,,,,,
8476,03-290,7/10/2003,19:30,AT CARCASS,WOLF,1,REST-ALERT,3,,,,,,,,,
8477,03-290,7/10/2003,19:30,AT CARCASS,RAVEN,1,FEED,3,,,,,,,,,
8478,03-290,7/10/2003,19:40,AT CARCASS,WOLF,1,REST-ALERT,3,,,,,,,,,
